overall,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_reflexes
59,51,29,45,49,36,57.0,38,34,44,56,73,72,52,58,71,35,80,64,55,34,58,55,48,38,38,50,57,53,7,5,7,8
59,52,56,34,55,42,61.0,53,42,46,60,74,70,67,54,64,62,52,56,50,55,37,23,54,51,54,55,29,24,14,12,9,11
59,53,50,25,63,52,62.0,57,58,60,64,65,59,73,49,60,43,35,56,32,46,45,42,49,62,21,51,44,42,11,14,13,7
59,39,32,46,61,40,65.0,60,35,59,62,79,74,84,59,82,58,59,61,42,59,61,55,47,61,39,43,50,49,9,14,13,10
59,58,63,56,58,42,60.0,42,56,47,55,81,76,81,58,68,55,73,66,67,58,43,52,58,60,55,56,50,49,8,9,13,12
59,55,36,50,67,37,59.0,36,38,64,62,68,65,58,57,84,56,55,68,50,42,54,48,53,54,46,49,58,54,10,9,13,7
59,36,60,65,51,55,52.0,39,31,27,57,57,56,51,56,45,60,68,57,78,52,56,21,59,45,57,50,31,29,6,6,13,7
59,54,54,49,55,50,61.0,63,64,50,60,74,76,67,53,58,61,61,62,67,52,38,19,55,52,55,57,20,14,7,6,9,7
59,56,30,50,46,29,53.0,47,50,40,51,72,74,55,61,67,49,66,67,58,38,55,55,47,40,39,49,55,53,6,11,7,13
59,46,58,61,59,51,57.0,45,38,55,59,65,65,51,62,66,56,70,56,71,55,50,35,56,55,63,53,45,42,9,8,15,14
59,40,21,60,49,23,42.0,25,24,42,46,65,62,54,56,46,39,71,57,72,19,47,58,23,27,41,39,62,56,14,7,7,12
59,56,55,36,59,41,61.0,45,39,38,58,66,62,63,62,70,58,49,45,59,55,37,26,58,53,42,44,29,28,7,15,13,8
59,35,63,46,57,50,61.0,50,31,33,61,64,66,57,57,81,63,52,57,44,57,29,17,62,51,65,59,13,15,10,7,14,8
59,45,49,56,65,37,60.0,32,39,61,62,60,62,61,54,65,64,76,73,76,48,64,56,51,53,42,49,63,57,13,11,9,12
59,56,51,50,52,47,61.0,50,35,46,61,76,74,78,51,59,60,68,60,63,46,50,50,58,44,47,50,56,54,11,12,14,14
59,52,47,39,65,50,69.0,54,47,59,70,64,68,71,60,78,65,54,51,43,45,42,45,44,55,48,65,52,43,9,7,6,5
59,41,43,49,67,29,59.0,34,38,61,62,54,57,54,52,66,42,65,48,66,45,51,60,48,61,37,42,63,52,7,15,14,14
59,48,42,62,61,33,56.0,43,50,57,57,52,54,56,60,54,57,59,53,70,50,50,54,44,55,56,54,60,59,13,15,12,10
59,51,27,53,37,29,60.0,42,42,35,50,68,62,59,59,53,32,60,61,47,35,59,56,50,39,49,79,60,65,14,7,10,11
59,30,28,52,62,30,54.0,33,26,58,59,58,51,46,52,46,47,74,35,72,25,53,56,26,29,46,50,60,65,13,9,13,6
59,46,30,52,58,30,53.0,30,34,55,56,66,64,56,55,56,49,70,61,70,28,58,59,48,50,33,55,59,58,6,12,7,6
59,58,45,56,61,50,59.0,50,40,57,56,62,55,55,55,62,60,62,61,55,42,52,42,61,54,57,41,52,56,14,10,12,15
59,44,60,59,53,40,61.0,41,34,31,60,69,71,62,52,44,57,67,51,76,42,52,12,58,55,43,55,13,11,7,10,6,14
59,45,24,41,63,28,60.0,30,33,22,52,72,79,76,57,66,29,44,73,46,28,73,55,53,46,35,39,58,52,5,9,11,12
59,57,47,29,65,38,68.0,55,56,67,70,71,58,76,48,81,53,67,54,46,59,45,32,39,58,49,49,56,46,6,12,15,13
59,60,61,51,60,41,60.0,50,38,58,62,56,53,60,47,59,55,76,58,48,54,35,50,59,57,50,55,58,54,12,8,9,7
59,60,43,44,56,31,58.0,35,38,55,56,65,62,65,56,74,50,65,65,61,42,60,57,51,49,33,55,57,52,10,11,6,14
59,40,40,59,60,45,36.0,49,45,43,46,54,53,36,59,42,40,71,56,81,45,43,58,33,40,60,57,58,53,14,11,10,6
59,38,60,58,48,43,60.0,34,30,30,59,74,73,68,58,75,56,68,56,57,47,54,12,59,46,63,54,19,15,10,15,12,7
59,49,45,41,56,51,58.0,43,39,55,57,74,78,60,41,76,54,58,65,59,33,54,54,56,52,45,54,59,57,6,5,6,8
59,30,58,58,55,49,59.0,31,33,53,61,67,68,54,56,60,59,56,57,63,57,53,30,59,58,59,60,25,20,14,14,10,7
59,62,65,44,54,61,59.0,50,40,50,54,67,65,62,54,78,70,52,54,45,60,33,16,57,57,50,41,24,20,6,11,8,9
59,45,50,58,66,45,59.0,49,47,67,60,65,65,56,57,63,70,62,58,57,49,67,50,59,53,56,47,53,63,15,10,9,14
59,49,64,56,53,62,60.0,42,39,43,60,73,70,71,62,55,60,74,56,68,62,73,17,54,48,63,50,21,17,7,5,10,9
59,32,27,45,62,26,50.0,39,34,60,59,61,61,57,55,64,41,61,65,53,32,55,57,36,55,41,40,58,55,7,11,8,10
59,48,56,37,54,47,63.0,57,52,41,61,73,71,78,52,80,51,45,44,49,51,43,25,53,60,52,53,27,23,12,6,8,12
59,45,60,62,51,41,59.0,47,28,46,58,72,71,64,56,63,57,67,60,61,53,46,14,58,51,57,57,18,17,6,11,12,15
59,35,61,55,46,48,55.0,35,34,31,54,73,77,44,60,44,58,79,44,67,56,32,16,57,46,65,47,12,13,15,15,10,11
59,24,62,39,50,53,60.0,32,22,27,59,88,84,70,57,73,60,41,53,45,50,29,19,64,44,66,45,17,11,7,6,9,11
59,28,58,55,55,50,58.0,40,44,50,57,71,67,63,64,54,52,61,44,74,55,31,14,64,55,64,50,18,15,11,14,12,6
59,57,58,53,60,46,60.0,51,44,56,61,68,65,65,56,69,54,60,43,62,59,50,30,54,48,45,55,46,44,7,8,6,12
59,53,56,52,58,49,60.0,52,36,49,55,81,84,78,45,73,69,66,44,74,52,47,20,51,50,53,48,22,27,11,8,11,11
59,31,25,49,68,27,55.0,34,30,61,65,60,61,56,46,72,39,58,72,47,26,61,50,38,60,35,39,58,55,6,6,12,14
59,38,61,55,60,35,59.0,37,36,61,65,68,62,53,58,77,61,63,63,42,55,51,63,58,51,37,55,61,41,12,15,10,11
59,56,29,53,56,29,53.0,25,30,54,54,76,77,58,51,58,38,66,75,74,28,66,50,36,35,38,40,55,52,11,9,6,14
59,53,43,48,65,41,62.0,43,39,63,63,71,69,68,52,72,53,58,65,58,42,54,43,50,63,31,60,55,54,5,7,12,5
59,39,48,44,62,30,54.0,45,31,55,57,67,66,53,54,65,49,63,74,64,44,56,57,44,52,40,58,57,54,6,5,11,8
59,55,58,60,49,57,58.0,44,60,38,59,63,74,63,55,57,62,71,58,61,53,34,14,58,52,54,56,23,22,9,14,13,14
59,44,25,49,55,29,54.0,32,32,50,55,73,71,68,49,70,26,64,77,56,25,49,52,44,30,33,44,59,56,10,5,14,7
59,25,23,51,52,27,43.0,28,28,40,51,63,59,60,62,61,34,69,62,63,24,59,55,27,35,35,43,62,60,7,9,10,11
59,47,67,62,51,49,54.0,52,32,32,53,78,77,76,55,65,55,68,62,42,59,40,17,58,52,66,59,20,15,10,14,13,7
59,55,51,49,58,53,63.0,56,49,62,62,72,69,60,56,71,52,54,41,67,42,52,31,52,58,55,62,43,40,10,14,8,12
59,54,42,28,62,44,61.0,57,33,56,63,73,71,67,58,72,55,59,55,42,40,37,20,52,61,38,55,40,34,9,12,15,10
59,58,53,45,60,40,57.0,39,31,57,57,65,63,60,50,76,55,65,61,47,48,60,55,62,60,40,52,58,55,10,11,8,9
59,49,54,25,58,37,63.0,35,34,38,65,69,69,57,42,74,51,50,64,49,42,34,22,64,58,49,56,40,29,10,12,7,9
59,51,53,49,54,52,62.0,59,61,46,55,74,76,73,53,67,49,62,58,47,49,49,29,54,51,58,47,38,33,7,10,15,6
59,54,52,31,53,44,67.0,57,51,50,64,77,73,80,49,79,51,50,64,45,62,48,31,50,56,38,49,32,26,9,7,13,8
59,29,28,60,61,27,46.0,25,33,44,61,60,61,45,55,60,35,62,61,60,20,55,59,31,33,44,45,59,57,8,7,9,13
59,56,55,38,57,38,60.0,47,44,51,60,78,67,65,51,70,53,61,46,57,48,44,23,52,57,49,43,23,20,11,13,7,8
59,51,52,51,65,47,63.0,52,54,66,61,66,66,62,58,64,63,58,34,50,41,41,56,53,65,53,59,57,57,10,5,6,8
59,41,33,59,68,40,54.0,47,48,62,53,62,55,54,54,70,53,61,53,56,33,64,52,30,46,50,56,62,67,9,11,6,9
59,30,21,52,34,26,34.0,29,28,32,38,61,59,43,52,33,44,69,53,83,29,49,58,31,31,46,47,65,70,13,6,12,6
59,57,48,47,55,45,64.0,52,41,49,63,74,68,56,44,87,54,48,53,39,42,39,26,43,57,62,48,34,47,11,7,6,5
59,50,66,41,40,48,64.0,65,47,35,62,76,74,75,49,45,60,57,40,47,65,35,11,60,45,53,45,18,16,6,12,11,9
59,39,61,57,55,50,58.0,44,35,35,55,78,81,62,50,70,59,69,54,67,53,28,19,57,48,59,54,20,18,8,5,6,5
59,61,59,35,61,40,61.0,42,35,45,65,67,62,72,45,55,55,51,61,50,61,30,45,50,52,55,49,45,44,13,11,14,9
59,55,40,33,61,44,63.0,46,29,57,65,73,71,70,50,75,37,47,61,46,35,29,53,50,50,40,57,58,53,8,10,11,9
59,46,45,64,60,49,53.0,54,56,57,53,67,66,65,57,58,59,70,51,67,44,60,58,43,41,57,65,58,60,7,10,12,7
59,55,25,44,58,24,55.0,30,25,51,53,70,70,56,54,71,36,63,66,75,31,53,46,44,38,31,40,57,58,13,11,10,13
59,55,49,43,65,45,61.0,52,45,61,64,67,67,65,49,68,53,59,55,60,53,53,28,53,54,48,54,43,41,14,10,15,7
59,59,37,49,48,40,60.0,36,41,35,55,63,58,59,63,66,34,59,56,52,32,60,56,56,42,46,41,61,60,9,12,13,11
59,29,29,59,38,30,39.0,31,35,28,41,61,64,45,57,54,46,70,58,56,24,53,61,26,31,43,51,66,71,12,12,13,10
59,56,53,39,55,45,66.0,57,38,42,66,69,66,70,44,67,52,47,47,36,42,31,22,51,56,40,57,38,26,14,12,8,14
59,28,59,58,50,44,59.0,37,30,33,60,79,80,55,56,72,54,70,50,53,54,29,15,56,50,60,44,16,12,9,9,8,11
59,47,55,45,61,38,59.0,33,35,55,61,61,62,57,57,64,55,62,55,40,51,61,45,62,58,62,58,35,40,6,11,11,14
59,58,55,37,57,27,60.0,29,30,57,57,74,70,66,45,70,35,56,53,50,31,46,57,44,58,38,43,59,57,8,11,15,7
59,35,66,62,48,53,54.0,41,32,38,50,67,57,65,64,74,55,72,72,71,57,58,23,59,53,60,59,24,22,12,8,10,10
59,28,24,59,44,31,41.0,29,33,36,43,60,53,56,54,62,47,70,54,64,23,58,59,34,30,42,58,63,59,13,9,7,10
59,40,52,48,68,33,55.0,36,37,67,60,68,61,63,57,64,49,58,61,57,50,59,55,53,57,45,45,51,48,8,8,13,8
59,52,45,29,48,35,66.0,48,34,41,63,90,86,89,47,92,46,48,48,50,37,31,22,52,51,43,49,27,23,13,11,14,14
59,50,45,38,60,39,64.0,52,45,58,62,63,61,72,49,69,42,58,53,33,46,29,39,55,60,44,49,31,27,11,9,8,12
59,26,22,59,44,27,36.0,31,26,38,30,63,53,49,58,57,36,66,55,73,20,46,59,28,39,35,45,66,59,6,6,6,8
59,31,30,48,53,23,47.0,28,24,49,56,67,65,57,48,68,48,66,65,77,29,50,60,36,34,30,39,61,56,12,12,10,5
59,29,22,62,53,31,35.0,26,31,49,34,65,69,63,54,60,47,67,63,71,21,59,58,33,32,37,48,60,58,15,10,7,6
59,60,50,45,58,46,55.0,40,31,53,53,75,75,65,56,78,63,55,70,53,45,28,21,59,52,55,42,22,29,12,13,9,11
59,39,59,52,48,53,61.0,47,43,36,57,83,82,81,61,79,57,67,64,58,54,54,19,58,53,60,55,20,17,10,7,11,8
59,46,30,56,55,35,53.0,36,33,58,55,67,65,64,57,60,32,57,66,60,28,41,55,57,56,29,55,58,58,6,12,13,11
59,50,25,42,60,24,46.0,37,28,53,31,63,60,55,55,89,30,61,66,32,21,44,57,41,38,43,40,65,65,6,8,14,7
59,53,50,42,56,45,64.0,53,48,51,67,70,65,68,51,67,55,49,50,59,47,41,22,53,52,49,56,25,22,14,6,9,8
59,60,55,49,60,33,60.0,35,32,55,62,65,69,59,60,70,55,62,57,40,50,49,60,55,65,39,43,60,55,9,13,5,13
59,55,58,44,63,55,60.0,57,49,58,60,63,67,60,58,63,54,55,61,55,55,38,55,55,61,61,53,58,55,12,5,6,15
59,43,48,49,61,38,58.0,45,38,59,61,67,67,48,59,55,45,57,59,51,50,49,60,61,55,39,48,55,52,8,8,15,7
59,25,60,64,56,53,51.0,30,28,32,57,51,58,54,55,41,65,80,59,75,43,56,22,58,50,55,49,25,23,13,7,10,7
59,48,57,51,49,53,63.0,51,43,39,60,75,79,77,53,70,68,76,41,70,59,48,19,52,47,56,55,26,22,13,14,8,7
59,55,59,48,42,63,64.0,57,43,40,66,65,70,67,51,64,67,53,59,63,54,43,20,55,56,56,52,21,19,13,13,14,11
59,53,43,43,59,35,59.0,44,43,59,60,59,55,58,60,66,58,56,68,67,53,64,58,53,59,44,51,55,48,8,5,12,12
59,47,40,59,53,40,55.0,55,40,50,58,64,64,58,58,78,55,57,57,64,37,58,54,44,40,60,49,59,58,5,11,11,14
59,45,55,45,59,39,56.0,40,51,57,55,60,60,55,62,63,56,57,58,50,55,56,60,62,65,55,47,60,54,10,6,13,7
59,42,17,52,53,34,42.0,31,21,51,42,61,60,44,59,47,41,67,62,72,16,54,57,31,31,33,52,63,59,13,13,9,12
59,58,19,61,58,33,42.0,35,40,57,55,62,62,55,50,65,35,70,62,60,20,55,60,33,35,55,40,61,58,14,15,5,12
59,56,43,46,58,46,69.0,52,51,53,66,73,68,88,43,96,48,72,48,23,53,61,53,46,51,48,47,58,58,10,10,11,12
59,56,45,46,65,53,60.0,55,53,64,62,62,64,60,49,60,58,49,48,53,51,47,49,52,63,58,54,50,52,12,7,11,15
59,51,25,55,40,34,44.0,37,33,39,43,57,54,50,54,44,31,50,54,49,26,65,60,38,38,38,55,67,65,13,9,12,14
59,44,33,57,58,20,53.0,31,28,55,55,74,70,67,51,42,56,58,49,58,39,66,61,44,54,24,51,61,56,10,6,15,10
59,49,20,61,48,19,52.0,29,21,51,54,58,59,47,53,59,54,70,60,68,22,55,56,49,41,40,54,61,59,10,9,5,10
59,50,49,40,61,35,64.0,46,43,59,61,75,77,90,57,91,53,56,67,34,54,70,53,56,58,45,60,52,44,9,10,10,12
59,54,33,49,52,32,57.0,46,40,43,54,72,73,69,55,71,41,67,71,65,38,55,54,53,46,44,55,55,54,9,14,8,5
59,47,40,53,66,32,63.0,53,46,60,66,52,53,54,62,73,62,57,45,43,48,56,57,45,61,42,58,59,52,8,9,14,8
59,52,50,43,62,44,66.0,56,52,60,69,55,59,64,55,59,68,53,47,62,44,50,34,47,57,61,61,38,41,9,10,10,14
59,48,50,35,63,44,63.0,54,40,55,61,74,74,80,52,75,55,60,57,43,45,46,48,58,57,42,62,52,48,6,15,5,5
59,45,46,54,65,42,59.0,35,45,57,62,62,65,57,55,58,66,55,64,65,59,65,56,56,55,42,60,58,56,8,11,6,9
59,44,45,52,60,31,56.0,30,34,55,58,58,59,53,56,69,46,62,63,56,37,51,58,46,50,39,43,60,57,15,15,14,8
59,35,19,62,49,26,43.0,30,29,42,48,59,63,50,49,57,45,79,64,70,27,61,55,28,31,40,46,62,61,12,10,15,9
59,60,28,45,58,25,57.0,48,33,47,51,75,61,84,51,82,27,58,62,33,31,48,53,40,42,34,41,56,59,13,7,9,15
59,50,37,43,65,29,58.0,42,40,62,60,73,69,81,59,79,36,53,74,46,42,51,53,48,60,41,39,56,54,6,9,10,9
59,30,62,64,46,45,55.0,52,33,30,56,58,57,54,52,58,61,62,53,77,51,53,58,59,48,60,59,54,52,8,5,13,13
59,51,39,53,59,31,55.0,45,39,58,56,65,67,58,56,75,54,66,73,78,42,59,56,33,51,47,44,55,58,8,13,6,12
59,39,36,47,66,35,48.0,36,38,60,47,66,66,62,61,66,53,59,66,67,42,54,66,53,52,46,48,55,52,10,14,13,6
59,48,58,66,51,51,55.0,49,44,47,56,67,64,65,52,63,65,73,63,65,60,51,11,60,45,56,61,18,10,7,9,9,12
59,35,59,52,54,55,60.0,42,30,29,56,73,74,70,56,68,60,74,59,67,52,44,22,57,46,49,50,19,21,7,6,10,9
59,56,30,55,52,20,57.0,30,27,46,57,62,59,75,53,72,37,64,63,52,33,62,55,44,39,31,40,60,60,11,12,13,15
59,55,56,37,54,47,59.0,39,36,46,61,68,71,57,54,59,62,48,58,68,53,59,53,59,57,52,53,57,55,8,8,9,11
59,40,64,57,53,54,58.0,48,34,40,63,59,60,63,50,73,63,70,63,67,60,49,18,59,48,56,53,19,14,15,8,11,6
59,53,44,59,62,43,57.0,46,48,59,55,74,78,66,56,72,60,58,62,54,42,58,41,51,47,49,45,53,51,7,9,14,11
59,23,25,58,54,24,45.0,25,26,48,52,57,59,58,54,63,40,68,59,67,23,53,54,28,33,39,48,64,63,10,7,13,6
59,43,42,44,59,42,62.0,52,49,55,62,71,75,59,56,60,57,57,55,59,40,48,38,56,60,45,45,37,47,9,7,14,9
59,57,55,52,62,53,62.0,50,45,47,61,70,71,72,39,70,63,50,50,44,47,45,21,56,59,50,55,27,28,11,7,6,5
59,53,43,51,60,34,59.0,42,38,58,64,71,61,51,56,54,56,58,67,67,40,64,60,58,57,43,50,60,56,11,6,8,14
59,53,52,36,57,42,63.0,56,36,50,61,70,65,76,53,73,47,44,71,47,51,46,48,51,47,51,53,43,33,14,14,6,10
59,27,60,58,53,54,56.0,52,33,43,61,65,61,63,51,64,64,71,69,66,58,68,34,60,45,55,51,35,31,7,9,9,13
59,54,55,36,48,45,63.0,50,39,42,61,86,91,75,42,80,58,41,62,33,38,33,21,47,48,55,45,27,28,10,11,11,6
59,48,53,37,63,42,59.0,42,36,55,60,61,73,48,57,47,57,48,49,49,47,55,52,52,60,37,49,56,52,13,11,12,10
59,51,50,48,56,38,62.0,43,43,50,58,81,82,71,49,67,51,52,55,58,48,39,28,49,51,45,45,30,26,6,14,7,12
59,50,61,40,56,50,64.0,39,40,45,60,75,70,75,45,90,56,46,55,51,45,30,24,56,55,51,45,31,22,6,7,12,7
59,36,30,59,44,28,41.0,26,32,34,45,64,60,48,46,56,44,72,57,58,25,56,60,32,32,39,45,65,70,13,15,9,12
59,56,45,51,61,46,61.0,54,49,58,62,69,65,71,56,66,58,57,63,58,55,45,43,54,60,53,57,49,44,13,12,10,11
59,52,66,46,57,62,61.0,55,48,55,61,72,70,73,44,76,75,55,55,55,55,34,25,57,53,61,52,23,22,10,13,8,11
59,55,51,57,55,44,59.0,53,41,53,56,81,77,78,57,67,56,57,65,60,41,52,39,54,49,50,54,29,33,13,14,12,7
59,56,27,43,51,25,55.0,38,32,37,54,68,73,56,47,48,28,63,63,51,24,51,57,39,39,37,43,57,58,12,15,12,9
59,52,17,47,40,29,36.0,30,31,47,35,71,70,75,57,64,39,75,72,69,21,65,55,29,30,33,43,62,62,11,5,5,10
59,53,52,37,54,49,63.0,60,49,49,60,73,72,74,53,74,58,46,51,45,53,44,23,53,54,55,60,30,40,12,10,10,14
59,46,51,61,54,47,49.0,39,40,43,53,54,63,61,57,61,62,61,53,67,52,60,56,47,41,52,53,61,57,11,14,8,5
59,47,52,42,60,42,63.0,57,44,54,63,62,64,66,52,62,57,56,48,56,53,46,41,53,57,49,55,46,43,11,13,8,10
59,39,19,50,54,30,48.0,41,28,44,53,52,58,43,59,52,38,65,64,65,25,59,59,27,43,42,56,61,60,9,11,8,11
59,47,42,59,66,35,59.0,47,42,57,60,71,70,62,57,78,63,60,52,55,45,68,52,39,48,50,45,62,69,12,10,13,9
59,33,27,61,43,34,37.0,36,35,35,34,55,55,45,57,65,45,75,55,56,22,54,58,25,34,38,50,68,69,7,12,14,8
59,52,33,45,51,28,50.0,33,35,48,40,70,67,68,56,72,34,65,63,59,36,54,56,43,41,34,45,64,63,14,13,14,12
59,54,51,52,57,43,57.0,50,46,56,57,67,65,56,54,63,52,63,70,73,53,47,56,50,53,48,55,53,48,15,15,12,12
59,50,38,48,66,41,61.0,52,48,64,63,64,59,63,57,68,60,59,63,61,33,61,56,53,52,51,48,56,59,15,15,8,11
59,46,59,65,50,56,58.0,52,37,37,59,54,57,51,54,47,63,49,55,74,47,43,21,60,45,57,47,24,20,8,14,9,8
59,56,53,45,57,48,60.0,60,55,52,60,67,68,67,56,62,58,44,60,48,54,47,43,55,56,50,58,44,42,11,7,13,9
59,35,39,51,65,35,58.0,36,45,63,65,58,53,51,55,42,52,40,66,62,37,57,51,47,57,42,46,55,51,8,10,13,6
59,49,56,44,53,35,65.0,39,38,45,62,72,80,74,52,72,60,61,60,61,39,45,26,54,39,50,39,45,34,12,11,8,11
59,59,60,43,53,52,61.0,53,46,48,61,75,77,63,42,65,70,40,45,50,43,30,22,51,54,60,50,32,30,12,9,13,12
59,46,31,61,34,27,54.0,31,31,36,50,74,76,67,56,73,29,71,74,79,27,56,55,39,45,35,57,59,57,11,14,9,9
59,57,59,60,56,62,64.0,59,46,47,61,69,71,71,49,67,64,52,57,60,60,44,38,52,47,55,53,36,37,6,10,7,10
59,28,61,60,54,51,58.0,40,40,38,54,63,61,59,58,58,61,49,55,56,57,30,21,61,47,60,49,20,18,13,14,6,10
59,40,53,39,64,36,60.0,51,38,57,61,64,60,61,54,71,53,59,67,39,47,60,57,54,57,44,49,58,39,9,6,13,8
59,33,28,57,55,20,45.0,22,26,38,53,53,52,39,50,56,34,50,64,73,30,62,56,33,39,38,53,61,60,12,13,10,14
59,52,30,57,57,22,48.0,32,30,48,44,63,68,56,54,50,31,58,60,67,30,54,62,47,38,38,39,63,58,13,12,6,12
59,52,44,59,60,41,48.0,42,45,55,51,58,62,56,55,63,50,72,68,69,40,59,56,40,49,51,52,57,56,5,11,13,11
59,60,56,37,56,48,58.0,43,36,58,58,81,72,57,39,84,71,40,55,29,40,34,49,50,56,57,46,52,43,15,6,7,7
59,49,39,54,69,39,58.0,44,46,64,52,72,72,70,58,74,55,60,79,47,35,61,60,42,57,47,57,58,61,9,12,7,11
59,29,27,63,50,22,35.0,30,30,46,34,49,59,41,50,50,40,68,49,83,26,59,53,24,30,35,50,61,54,9,9,14,9
59,24,21,61,59,25,53.0,22,19,52,57,65,69,60,58,63,40,61,60,62,23,57,57,16,32,28,60,61,59,15,10,6,7
59,60,30,44,51,27,55.0,33,36,38,55,73,76,75,46,75,32,49,80,60,22,50,48,43,37,45,39,57,53,10,9,12,9
59,30,65,70,49,54,56.0,33,27,27,59,56,60,53,49,68,62,66,57,60,49,55,22,53,50,68,49,22,23,13,13,10,7
59,49,45,46,69,45,65.0,57,54,68,65,64,70,59,58,82,60,55,45,39,45,49,28,51,57,56,62,50,51,9,13,11,14
59,45,40,59,59,41,55.0,45,42,55,57,66,64,55,60,53,57,60,51,69,42,64,59,45,55,48,48,59,57,15,5,10,9
59,50,36,53,61,31,60.0,46,35,60,60,59,61,72,56,67,50,64,64,62,39,58,55,44,55,44,51,57,56,15,7,14,8
59,32,22,53,61,25,54.0,39,29,54,59,59,62,47,51,66,46,65,60,58,24,57,62,36,33,41,48,63,56,9,12,14,14
59,53,47,48,69,50,62.0,54,53,73,61,63,62,59,57,55,63,52,44,55,40,38,25,53,60,53,58,49,54,8,14,6,5
59,54,51,51,64,52,58.0,55,42,61,57,62,62,59,52,60,57,51,41,49,58,46,31,51,63,49,62,44,39,6,13,8,14
59,36,26,67,41,34,38.0,35,31,38,39,57,56,44,55,63,47,71,58,66,27,62,58,27,38,22,43,62,60,6,12,9,7
59,53,32,48,36,29,56.0,36,38,30,42,68,61,53,59,61,29,57,56,65,35,57,61,49,36,42,40,70,63,14,15,9,13
59,30,26,55,38,28,37.0,22,23,35,35,58,63,46,50,41,37,65,55,76,28,50,55,30,45,37,52,67,64,13,10,11,7
59,61,53,38,55,50,57.0,54,34,51,61,75,75,55,53,64,56,62,68,62,48,33,48,48,49,47,45,44,26,9,12,10,11
59,62,50,45,69,48,64.0,54,55,66,65,67,63,63,59,75,55,54,40,47,47,57,48,46,58,50,66,55,61,14,8,5,9
59,35,65,70,50,48,57.0,40,41,31,56,56,52,54,59,63,61,60,53,52,63,35,13,56,50,68,53,16,16,7,6,12,7
59,53,25,49,52,29,56.0,38,32,38,52,80,82,73,56,60,34,64,62,62,23,62,52,47,39,34,39,58,58,9,10,14,9
59,54,29,56,61,29,48.0,55,65,58,48,55,55,55,54,62,50,58,62,68,40,60,57,29,45,45,47,59,66,15,9,5,7
59,26,28,60,49,31,42.0,29,28,42,44,55,55,50,50,41,40,62,59,77,29,45,52,22,30,30,39,67,65,13,13,6,13
59,54,52,56,69,42,55.0,43,48,70,51,65,63,51,58,67,64,58,57,52,56,67,50,62,56,52,44,45,50,6,14,9,13
59,55,32,52,42,33,50.0,34,31,28,42,75,76,52,55,59,24,61,62,61,33,56,57,41,41,41,46,59,58,10,10,13,14
59,53,50,46,62,49,66.0,55,51,59,68,64,55,74,56,69,57,50,54,42,46,42,40,56,65,50,61,49,46,8,8,14,10
59,52,60,37,54,53,65.0,52,49,50,65,66,68,66,47,72,57,46,47,44,48,43,25,50,58,53,51,28,30,14,15,14,8
59,49,53,52,65,39,55.0,48,50,54,61,70,73,54,45,60,49,51,55,48,56,45,24,56,64,38,57,39,34,13,8,15,13
59,35,31,49,66,34,59.0,51,54,62,63,64,68,62,56,61,63,65,61,55,56,58,47,49,57,39,51,56,52,8,6,12,7
59,51,42,60,69,41,56.0,49,47,71,56,67,66,52,56,60,65,57,62,54,51,61,42,60,52,50,51,51,52,13,6,6,9
59,54,50,50,69,46,59.0,60,47,67,59,57,67,50,54,63,54,54,43,54,48,42,27,44,68,55,66,53,56,8,6,10,5
59,30,60,53,40,52,56.0,43,29,28,53,83,85,65,48,66,66,70,55,69,49,59,14,55,42,60,40,15,10,11,9,9,12
59,52,34,50,67,44,59.0,39,45,66,62,68,63,60,51,65,61,58,58,50,47,63,50,59,51,47,46,58,60,6,13,11,14
59,43,35,60,63,29,56.0,47,42,58,60,56,53,53,49,53,60,56,53,68,31,63,52,41,46,49,52,63,60,15,15,6,5
59,53,44,51,60,35,57.0,55,51,61,60,57,63,55,52,65,60,62,60,58,45,55,55,50,60,58,55,61,58,6,7,9,11
59,58,55,55,60,55,57.0,44,55,55,55,70,72,65,55,55,61,62,63,60,50,52,48,61,52,62,55,45,44,10,9,11,10
59,55,58,55,61,45,58.0,55,48,58,55,71,71,65,55,55,55,48,70,55,55,45,48,50,58,62,58,45,45,8,9,7,8
59,53,33,70,61,35,46.0,34,29,49,61,61,63,45,48,55,38,70,65,68,35,49,55,23,33,50,45,58,55,14,7,13,14
59,55,53,55,61,45,58.0,60,50,67,55,62,63,68,55,67,55,60,58,55,54,48,48,58,61,52,55,55,57,8,10,7,7
59,44,32,55,52,55,45.0,40,42,50,55,60,60,48,55,55,36,70,60,62,34,55,60,30,40,52,55,60,58,15,8,11,12
59,60,40,52,50,52,54.0,35,45,45,55,67,65,50,52,55,55,60,53,60,58,55,57,48,40,55,45,60,56,8,15,6,12
59,52,33,60,58,42,57.0,43,55,55,55,70,68,65,55,65,40,70,65,58,35,75,53,48,44,50,42,56,55,14,7,12,8
